ID	ERR1971003_profiled_metagenome	ERR1971004_profiled_metagenome	ERR1971005_profiled_metagenome	ERR1971006_profiled_metagenome	ERR1971007_profiled_metagenome	ERR1971008_profiled_metagenome	ERR1971009_profiled_metagenome	ERR1971010_profiled_metagenome	ERR1971011_profiled_metagenome	ERR1971012_profiled_metagenome	ERR1971013_profiled_metagenome	ERR1971014_profiled_metagenome	ERR1971015_profiled_metagenome	ERR1971016_profiled_metagenome	ERR1971017_profiled_metagenome	ERR1971018_profiled_metagenome	ERR1971019_profiled_metagenome	ERR1971020_profiled_metagenome	ERR1971021_profiled_metagenome	ERR1971022_profiled_metagenome	ERR1971023_profiled_metagenome	ERR1971024_profiled_metagenome	ERR1971025_profiled_metagenome	ERR1971026_profiled_metagenome	ERR1971027_profiled_metagenome	ERR1971028_profiled_metagenome	ERR1971029_profiled_metagenome	ERR1971030_profiled_metagenome	ERR1971031_profiled_metagenome
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_xylaniphila	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_xylaniphila|t__GCF_000205165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	32.24793	8.27282	7.99422	3.39669	6.38219	0.43767	7.17776	3.98012	11.50079	13.45877	35.02353	42.12639	14.33342	19.37756	11.46238	9.60428	13.24304	16.16841	17.00599	36.95662	34.77686	31.57673	28.61036	14.83869	18.44522	17.24765	22.93788	28.28413	34.8027
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri	31.34459	0.00773	0.02898	0.01904	0.00677	0.00796	0.0	0.0	0.0047	0.03319	0.00966	27.91387	0.00554	0.00517	0.0	0.0	0.00409	0.00977	0.01594	0.00691	17.85082	0.0	0.0	0.0	0.00398	0.00527	0.01115	0.00194	0.00155
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri|t__GCF_000157935	31.34459	0.00773	0.02898	0.01904	0.00677	0.00796	0.0	0.0	0.0047	0.03319	0.00966	27.91387	0.00554	0.00517	0.0	0.0	0.00409	0.00977	0.01594	0.00691	17.85082	0.0	0.0	0.0	0.00398	0.00527	0.01115	0.00194	0.00155
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_melaninogenica	0.90334	8.26508	7.96523	3.37765	6.37542	0.42971	7.17526	3.98012	11.49609	13.42558	35.01387	14.21252	14.32788	19.37239	11.46238	9.60428	13.23895	16.15556	16.99005	36.94971	16.92605	31.57673	28.61036	14.83869	18.44124	17.24238	22.92638	28.28219	34.80115
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_melaninogenica|t__GCF_000144405	0.90334	6.78253	7.15753	2.70596	5.2996	0.42971	6.24251	3.93028	10.7506	11.58001	34.00542	14.21252	14.32788	19.37239	11.46238	9.60428	13.23895	16.15556	16.99005	36.94971	16.92605	31.57673	28.61036	14.83869	18.44124	17.24238	22.92638	28.28219	34.80115
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_melaninogenica|t__Prevotella_melaninogenica_unclassified	0.0	1.48256	0.80771	0.67169	1.07582	0.0	0.93276	0.04984	0.7455	1.84557	1.00845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_stercorea	0.0	0.0	0.0	0.0	0.0	0.0	0.0025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00035	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_stercorea|t__GCF_000235885	0.0	0.0	0.0	0.0	0.0	0.0	0.0025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00035	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	3.27601	7.91354	3.06377	1.79041	3.35614	9.37365	2.44246	4.20614	0.31257	3.35492	0.00054	1.73902	9.82949	3.49277	3.0353	3.56628	8.55767	2.76341	2.39933	0.0	1.0136	1.0656	0.7168	1.33699	1.32115	3.53165	0.5174	0.50541	0.00062
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	3.27601	7.91354	3.06377	1.79041	3.35614	9.37365	2.44246	4.20614	0.31257	3.35492	0.00054	1.73902	9.82949	3.49277	3.0353	3.56628	8.55767	2.76341	2.39933	0.0	1.0136	1.0656	0.7168	1.33699	1.32115	3.53165	0.5174	0.50541	0.00062
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii	0.02935	0.06569	0.00174	0.03251	0.02971	0.11959	0.71552	0.0	0.01501	0.06286	0.0	0.01791	0.0878	0.00312	0.09368	0.03972	0.17551	0.82552	0.0	0.0	0.00964	0.0077	0.0012	0.04073	0.01589	0.07078	0.16645	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii|t__GCF_000265365	0.02935	0.06569	0.00174	0.03251	0.02971	0.11959	0.71552	0.0	0.01501	0.06286	0.0	0.01791	0.0878	0.00312	0.09368	0.03972	0.17551	0.82552	0.0	0.0	0.00964	0.0077	0.0012	0.04073	0.01589	0.07078	0.16645	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_indistinctus	0.06856	0.10191	0.0341	0.0	0.0	0.02672	0.18038	0.0	0.0	0.0353	0.0	0.03295	0.12797	0.047	0.0	0.0	0.01836	0.1582	0.0	0.0	0.01937	0.01327	0.01186	0.0	0.0	0.00871	0.0391	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_indistinctus|t__GCF_000231275	0.06856	0.10191	0.0341	0.0	0.0	0.02672	0.18038	0.0	0.0	0.0353	0.0	0.03295	0.12797	0.047	0.0	0.0	0.01836	0.1582	0.0	0.0	0.01937	0.01327	0.01186	0.0	0.0	0.00871	0.0391	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_onderdonkii	0.02212	0.10893	0.3472	0.62406	0.78943	3.60814	0.51908	0.57902	0.17542	0.12581	0.0	0.00988	0.10893	0.36209	1.18913	0.74876	3.41258	0.5865	0.41188	0.0	0.00693	0.01453	0.07918	0.46297	0.28779	1.3336	0.09192	0.07057	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_onderdonkii|t__GCF_000374505	0.02212	0.10893	0.3472	0.62406	0.78943	3.60814	0.51908	0.57902	0.17542	0.12581	0.0	0.00988	0.10893	0.36209	1.18913	0.74876	3.41258	0.5865	0.41188	0.0	0.00693	0.01453	0.07918	0.46297	0.28779	1.3336	0.09192	0.07057	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis	2.81387	4.40566	2.6793	0.00133	2.26885	4.0753	0.06506	3.62711	0.00628	2.86705	0.00054	1.51333	5.69202	2.99755	0.00267	2.3914	3.90496	0.07655	1.98745	0.0	0.86688	0.62973	0.62362	0.0014	0.9099	1.6331	0.01723	0.43484	0.00062
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis|t__GCF_000154465	2.81387	4.40566	2.6793	0.00133	2.26885	4.0753	0.06506	3.62711	0.00628	2.86705	0.00054	1.51333	5.69202	2.99755	0.00267	2.3914	3.90496	0.07655	1.98745	0.0	0.86688	0.62973	0.62362	0.0014	0.9099	1.6331	0.01723	0.43484	0.00062
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_senegalensis	0.00539	0.01851	0.0	0.0015	0.00326	0.00165	0.00252	0.0	0.00592	0.00016	0.0	0.0031	0.02539	0.0	0.0011	0.00299	0.00725	0.00276	0.0	0.0	0.00082	0.00297	0.0	0.00062	0.00146	0.00267	4e-05	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_senegalensis|t__GCF_000312145	0.00539	0.01851	0.0	0.0015	0.00326	0.00165	0.00252	0.0	0.00592	0.00016	0.0	0.0031	0.02539	0.0	0.0011	0.00299	0.00725	0.00276	0.0	0.0	0.00082	0.00297	0.0	0.00062	0.00146	0.00267	4e-05	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii	0.33673	2.06374	0.00142	0.96016	0.2649	1.06906	0.95991	0.0	0.00039	0.26374	0.0	0.16184	2.22577	0.0	1.37304	0.29955	0.79621	1.11388	0.0	0.0	0.10996	0.24052	0.00093	0.69011	0.10611	0.3399	0.20267	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii|t__GCF_000210575	0.33673	2.06374	0.00142	0.96016	0.2649	1.06906	0.95991	0.0	0.00039	0.26374	0.0	0.16184	2.22577	0.0	1.37304	0.29955	0.79621	1.11388	0.0	0.0	0.10996	0.24052	0.00093	0.69011	0.10611	0.3399	0.20267	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_sp_AP11	0.0	0.45976	0.0	0.07896	0.0	0.47319	0.0	0.0	0.10955	0.0	0.0	0.0	0.5299	0.08301	0.08078	0.08386	0.24281	0.0	0.0	0.0	0.0	0.04935	0.0	0.05296	0.0	0.14288	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_sp_AP11|t__GCF_000321205	0.0	0.45976	0.0	0.07896	0.0	0.47319	0.0	0.0	0.10955	0.0	0.0	0.0	0.5299	0.08301	0.08078	0.08386	0.24281	0.0	0.0	0.0	0.0	0.04935	0.0	0.05296	0.0	0.14288	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_sp_HGB5	0.0	0.68933	0.0	0.09189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0317	0.0	0.2949	0.0	0.0	0.0	0.0	0.0	0.0	0.10754	0.0	0.0882	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_sp_HGB5|t__GCF_000183485	0.0	0.68933	0.0	0.09189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0317	0.0	0.2949	0.0	0.0	0.0	0.0	0.0	0.0	0.10754	0.0	0.0882	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00257	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00257	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00257	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Pedobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00257	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Pedobacter|s__Pedobacter_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00257	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Deinococcus_Thermus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00086	0.00077	0.0
k__Bacteria|p__Deinococcus_Thermus|c__Deinococci	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00086	0.00077	0.0
k__Bacteria|p__Deinococcus_Thermus|c__Deinococci|o__Deinococcales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00086	0.00077	0.0
k__Bacteria|p__Deinococcus_Thermus|c__Deinococci|o__Deinococcales|f__Deinococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00086	0.00077	0.0
k__Bacteria|p__Deinococcus_Thermus|c__Deinococci|o__Deinococcales|f__Deinococcaceae|g__Deinococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00086	0.00077	0.0
k__Bacteria|p__Deinococcus_Thermus|c__Deinococci|o__Deinococcales|f__Deinococcaceae|g__Deinococcus|s__Deinococcus_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00086	0.00077	0.0
k__Bacteria|p__Firmicutes	43.00669	33.44268	49.82666	58.9685	41.20701	43.54192	68.3603	54.83146	60.65336	42.02705	10.64631	27.24459	25.77496	30.1626	36.07696	28.0246	31.02815	48.78498	37.9958	20.29914	36.13486	31.44241	32.0087	44.90697	43.46997	45.14545	47.77226	33.58407	27.04944
k__Bacteria|p__Firmicutes|c__Bacilli	0.19747	1.00488	1.01811	1.19243	1.30423	1.11147	0.7368	0.27423	2.46156	2.50739	3.43515	0.08	0.04382	0.34401	0.13501	0.38302	0.08866	0.08073	0.04449	0.24507	1.2827	2.01785	2.01265	1.17589	1.62351	1.48034	1.62955	1.76954	2.11476
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0.0	0.0	0.0	0.00076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00168	0.0	0.00041	0.00298	0.00034	0.00017	0.0	0.00169	0.0	0.00013	0.0	0.0	0.00116	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname	0.0	0.0	0.0	0.00076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00168	0.0	0.00041	0.00298	0.00034	0.00017	0.0	0.00169	0.0	0.00013	0.0	0.0	0.00116	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname|g__Gemella	0.0	0.0	0.0	0.00076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00168	0.0	0.00041	0.00298	0.00034	0.00017	0.0	0.00169	0.0	0.00013	0.0	0.0	0.00116	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname|g__Gemella|s__Gemella_haemolysans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname|g__Gemella|s__Gemella_haemolysans|t__Gemella_haemolysans_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname|g__Gemella|s__Gemella_sanguinis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00168	0.0	0.00041	0.00213	0.00034	0.00017	0.0	0.00169	0.0	0.0	0.0	0.0	0.00035	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname|g__Gemella|s__Gemella_sanguinis|t__GCF_000204335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00168	0.0	0.00041	0.00213	0.00034	0.00017	0.0	0.00169	0.0	0.0	0.0	0.0	0.00035	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname|g__Gemella|s__Gemella_unclassified	0.0	0.0	0.0	0.00076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00013	0.0	0.0	0.00081	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.19747	1.00488	1.01811	1.19167	1.30423	1.11147	0.7368	0.27423	2.46156	2.50739	3.43515	0.07832	0.04382	0.3436	0.13204	0.38268	0.0885	0.08073	0.0428	0.24507	1.28258	2.01785	2.01265	1.17473	1.62351	1.48034	1.62955	1.76954	2.11476
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae	0.0	0.0	0.0	0.0062	0.0	0.0	0.0	0.0	0.00216	0.0	0.0	0.0018	0.0	0.0	0.00646	0.0	0.0	0.0	0.00399	0.0	0.00055	0.0	0.0	0.00216	0.0	0.00106	0.0	0.00128	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella	0.0	0.0	0.0	0.0062	0.0	0.0	0.0	0.0	0.00216	0.0	0.0	0.0018	0.0	0.0	0.00646	0.0	0.0	0.0	0.00399	0.0	0.00055	0.0	0.0	0.00216	0.0	0.00106	0.0	0.00128	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_adiacens	0.0	0.0	0.0	0.0006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0027	0.0	0.0	0.0	0.00046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00015	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_adiacens|t__GCF_000160675	0.0	0.0	0.0	0.0006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0027	0.0	0.0	0.0	0.00046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00015	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_unclassified	0.0	0.0	0.0	0.0056	0.0	0.0	0.0	0.0	0.00216	0.0	0.0	0.0018	0.0	0.0	0.00376	0.0	0.0	0.0	0.00353	0.0	0.00055	0.0	0.0	0.00216	0.0	0.00106	0.0	0.00113	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00059	0.0	0.29065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00177	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00059	0.0	0.29065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00177	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_durans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_durans|t__Enterococcus_durans_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecalis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00059	0.0	0.27588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00177	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecalis|t__Enterococcus_faecalis_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00059	0.0	0.27588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00177	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_hirae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_hirae|t__Enterococcus_hirae_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	0.10505	1.0035	0.64825	0.70218	0.72519	0.73439	0.67729	0.21719	0.99375	1.44644	3.43515	0.01653	0.01215	0.02608	0.01026	0.06245	0.02466	0.05127	0.00967	0.24507	1.16814	2.01623	1.92196	0.99273	1.21595	1.12877	1.60388	1.73403	2.11476
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	0.10505	1.0035	0.64825	0.70218	0.72519	0.73439	0.67175	0.21719	0.99375	1.44644	3.43515	0.01653	0.01215	0.02608	0.01026	0.06245	0.02466	0.05127	0.00967	0.24507	1.16814	2.01623	1.92196	0.99273	1.21595	1.12877	1.60152	1.73403	2.11476
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_casei_paracasei	0.0	0.0	0.0	0.00754	0.0	0.0	0.0	0.0	0.0	0.06661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00049	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_casei_paracasei|t__Lactobacillus_casei_paracasei_unclassified	0.0	0.0	0.0	0.00754	0.0	0.0	0.0	0.0	0.0	0.06661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00049	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_delbrueckii	0.0	0.0	0.0	0.0	0.05875	0.0	0.0	0.0	0.00018	0.0	0.0	0.0	0.0	0.0	0.0	0.00559	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01581	0.0005	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_delbrueckii|t__Lactobacillus_delbrueckii_unclassified	0.0	0.0	0.0	0.0	0.05875	0.0	0.0	0.0	0.00018	0.0	0.0	0.0	0.0	0.0	0.0	0.00559	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01581	0.0005	0.0	0.0	0.0
